Prey / Predator,D,N,P1,P2,M1,M2
D,0.7725061812,0.4060428848,0.7061630859,0.7336979942,0.7223867308,0.7167903979
N,0.6741742783,0.8026154801,0.7172727909,0.7682094361,0.7540581778,0.7308699030
P1,0.6869741858,0.8119134559,0.7569213928,0.6347488969,0.7785848129,0.5335715133
P2,0.7475068359,0.5829514956,0.5478159217,0.7764697476,0.7428631396,0.7211405096
M1,0.6829344634,0.5863395381,0.7134636608,0.5456407131,0.7676374490,0.3205465486
M2,0.7519373741,0.8071292705,0.7315873192,0.7876395378,0.7786400968,0.7657215468
