Prey / Predator,D,N,P1,P2,M1,M2
D,1.1771921330,1.0334189754,1.0614570616,1.0469572398,1.0738912762,1.0186481311
N,1.0277397954,1.0995129735,1.0515189589,1.0845477237,1.0740022620,1.0615640564
P1,1.0715178412,1.1555551192,1.1207441001,1.1448931359,1.1383153260,1.1236594495
P2,1.0793819815,1.1191026621,1.0472053089,1.1150687572,1.0806361627,1.0676530542
M1,1.0587050175,1.1334015087,1.0726510385,1.1235863142,1.1193885075,1.0650598363
M2,1.0926605274,1.1416777519,1.0841050620,1.1344441306,1.0958434257,1.1163508299
