prey,predator,prey_payoff,predator_payoff
N,N,1.0995129735,0.8320359468
P1,P1,1.1207441001,0.8395876131
D,D,1.1771921330,0.8203470293
D,M2,1.0186481311,0.8879844265
N,M2,1.0615640564,0.8427431006
D,M1,1.0738912762,0.8618294992
D,P1,1.0614570616,0.8662911651
P1,D,1.0715178412,0.8536873547
P1,N,1.1555551192,0.8289937264
N,M1,1.0740022620,0.8410455027
D,P2,1.0469572398,0.8768313061
N,P2,1.0845477237,0.8369385460
N,P1,1.0515189589,0.8466427530
D,N,1.0334189754,0.8816921048
N,D,1.0277397954,0.8531688369
P1,P2,1.1448931359,0.8326692062
P1,M1,1.1383153260,0.8344117506
P2,P2,1.1150687572,0.8310999053
P1,M2,1.1236594495,0.8387580888
M1,M1,1.1193885075,0.8349056701
P2,D,1.0793819815,0.8413208571
P2,N,1.1191026621,0.8296039340
P2,M2,1.0676530542,0.8453621559
M1,D,1.0587050175,0.8536942024
M1,N,1.1334015087,0.8292636705
P2,M1,1.0806361627,0.8428156722
M1,P1,1.0726510385,0.8487960036
M1,P2,1.1235863142,0.8336893336
M2,D,1.0926605274,0.8412997474
M2,N,1.1416777519,0.8290840736
P2,P1,1.0472053089,0.8532206528
M1,M2,1.0650598363,0.8515331040
M2,M2,1.1163508299,0.8358281827
M2,P2,1.1344441306,0.8304377382
M2,P1,1.0841050620,0.8466966874
M2,M1,1.0958434257,0.8432039804
