prey,predator,prey_payoff,predator_payoff
D,D,0.8792629093,1.0395552406
D,P2,0.8379856687,1.0683853874
D,P1,0.8577268097,1.0541819682
D,N,0.8339745258,1.0742560483
D,M1,0.8674966110,1.0488943752
N,N,0.8836252302,1.0312529757
D,M2,0.8220532852,1.0770649233
N,D,0.7995926026,1.0712397834
N,P1,0.7952585118,1.0739355911
N,M1,0.8349641787,1.0549636962
N,P2,0.8545413177,1.0443159585
N,M2,0.8083596759,1.0669882538
P1,P1,0.8366479800,1.0626137981
P1,D,0.8631255999,1.0454304971
P1,N,0.8805786479,1.0449886962
P1,P2,0.7917435442,1.0870661903
P1,M1,0.8739441130,1.0435496085
P1,M2,0.7324346799,1.1177941104
P2,D,0.8486841701,1.0488351501
P2,N,0.8531978687,1.0521290085
P2,P2,0.8548198793,1.0473012101
P2,M1,0.8372614992,1.0565316479
P2,P1,0.8428965205,1.0520757691
P2,M2,0.8260894443,1.0617970189
M1,D,0.8576774108,1.0456576803
M1,N,0.8589213798,1.0519171679
M1,P1,0.8174801962,1.0691469017
M1,P2,0.7411704073,1.1108532028
M1,M1,0.8457618061,1.0549287853
M2,D,0.8539457284,1.0487170283
M1,M2,0.6462857809,1.1611995503
M2,N,0.8750092864,1.0450604653
M2,P1,0.8347063883,1.0605416292
M2,P2,0.8835443562,1.0355319448
M2,M2,0.8457187015,1.0549760112
M2,M1,0.7938866611,1.0841275496
