Prey / Predator,D,N,P1,P2,M1,M2
D,0.8520263445,0.8104007512,0.8379024134,0.8422001889,0.8340264118,0.8470870337
N,0.8528730216,0.8057862329,0.8491427766,0.8315125723,0.8366352354,0.8445558976
P1,0.8522605919,0.8090983316,0.8419807270,0.8396757120,0.8341739426,0.8519266202
P2,0.8495356200,0.8067782627,0.8414452531,0.8333886836,0.8364651370,0.8406022977
M1,0.8522823616,0.8067741102,0.8447348605,0.8472018801,0.8377832022,0.8578745699
M2,0.8497139839,0.8090950517,0.8401666756,0.8294622978,0.8351713059,0.8375939384
