prey,predator,prey_payoff,predator_payoff
D,D,1.0796156865,0.8585642805
N,N,1.1380951769,0.8175577220
P1,P1,1.1179097199,0.8408065011
N,M2,1.0855222772,0.8357243242
D,M2,1.0819504914,0.8652413042
N,M1,1.0933801751,0.8349282357
N,P1,1.0752384339,0.8399751277
P1,D,0.9952179538,0.8793939975
N,P2,1.1038591206,0.8306173353
P1,N,1.1630855304,0.8284763526
D,M1,1.1352940280,0.8395992768
D,P2,1.0972667780,0.8587958076
D,P1,1.1286696250,0.8421972036
N,D,1.0269218714,0.8548468848
D,N,1.0869831461,0.8679753913
P1,P2,0.9019124869,0.9265583706
P1,M2,0.8645741732,0.9394604442
P1,M1,1.1322948206,0.8364539087
P2,P2,1.1112321731,0.8327648145
P2,D,1.0814831472,0.8410660155
M1,M1,1.1151372946,0.8365096616
P2,N,1.1204105567,0.8324990672
M1,D,0.9833613877,0.8793931210
P2,M2,1.0948695830,0.8377015117
P2,M1,1.1347043848,0.8234613142
M1,N,1.1343173534,0.8323439825
M1,P2,0.8652820641,0.9355345362
M1,P1,1.0990681414,0.8413273076
M2,D,1.0947235828,0.8410646465
P2,P1,1.1285034733,0.8251021154
M2,N,1.1487257431,0.8287610633
M1,M2,0.8315926984,0.9466116298
M2,M2,1.1139613270,0.8370893415
M2,P2,1.1285329237,0.8326580613
M2,P1,1.1400582061,0.8270470484
M2,M1,1.1434693516,0.8264628207
