Prey / Predator,D,N,P1,P2,M1,M2
D,1.1044382682,1.1330319009,1.1186962815,1.1123425750,1.1285619642,1.0947081373
N,1.0640313249,1.1114634298,1.0771919277,1.1006621040,1.0908408722,1.0860930798
P1,1.0533453779,1.1428592267,1.1210574562,1.1168047560,1.1343884289,1.1035047528
P2,1.0822187719,1.1227340617,1.0908541567,1.1147858006,1.1015362938,1.0922733017
M1,1.0407293582,1.1374636226,1.0967842453,1.1026521333,1.1187573247,1.0782283190
M2,1.0956230988,1.1285058974,1.1058635195,1.1307923650,1.1061084851,1.1170722045
