prey,predator,prey_payoff,predator_payoff
D,D,1.1044382682,0.8510447171
N,N,1.1114634298,0.8277775690
P1,P1,1.1210574562,0.8396596845
N,P1,1.0771919277,0.8369331460
D,M2,1.0947081373,0.8599770667
N,M1,1.0908408722,0.8338263712
D,M1,1.1285619642,0.8421688894
D,P1,1.1186962815,0.8461614541
P1,D,1.0533453779,0.8601060189
N,M2,1.0860930798,0.8334617022
P1,N,1.1428592267,0.8349288938
D,P2,1.1123425750,0.8527593279
N,P2,1.1006621040,0.8300711764
D,N,1.1330319009,0.8461329023
N,D,1.0640313249,0.8390698743
P1,P2,1.1168047560,0.8433321872
P1,M1,1.1343884289,0.8355465816
P2,P2,1.1147858006,0.8314219703
P1,M2,1.1035047528,0.8470071292
P2,D,1.0822187719,0.8400258326
M1,M1,1.1187573247,0.8352103665
P2,N,1.1227340617,0.8297851256
P2,M1,1.1015362938,0.8348918212
M1,D,1.0407293582,0.8601161014
P2,M2,1.0922733017,0.8385749451
M1,N,1.1374636226,0.8293365523
M1,P2,1.1026521333,0.8422835913
M1,P1,1.0967842453,0.8421377570
M2,D,1.0956230988,0.8399767636
P2,P1,1.0908541567,0.8382533488
M2,N,1.1285058974,0.8352635368
M1,M2,1.0782283190,0.8497974515
M2,M2,1.1170722045,0.8358876615
M2,P1,1.1058635195,0.8386916621
M2,P2,1.1307923650,0.8316380558
M2,M1,1.1061084851,0.8387018031
