Prey / Predator,D,N,P1,P2,M1,M2
D,0.8968871307,0.8104797056,0.8525382048,0.9031125306,0.8091765862,0.9106810945
N,0.8279318166,0.9643142463,0.9037914055,0.8834973845,0.8883736348,0.8957311614
P1,0.8643157013,0.9172697707,0.9475911116,0.8922310127,0.9343202308,0.8948859094
P2,0.8553639066,0.9315426493,0.8018218256,0.9356459066,0.7396273175,0.9424005923
M1,0.8670413137,0.9116775266,0.9528385799,0.8903175155,0.9451081296,0.8848876873
M2,0.8371025745,0.9375668079,0.7941043638,0.9220821155,0.7383930729,0.9372676120
