Prey / Predator,D,N,P1,P2,M1,M2
D,1.1096935959,1.1183523096,1.1260624807,1.1146856291,1.1188949675,1.1235242980
N,1.1750560820,1.0794857979,1.1145716302,1.0788826677,1.0866963277,1.1068100463
P1,1.1433733464,1.0924780343,1.1022843007,1.0986304042,1.1187269111,1.1071718978
P2,1.1254974484,1.0827069039,1.0967873223,1.0878189898,1.0866074301,1.1208099734
M1,1.1429862433,1.0826711951,1.1274366619,1.0999677545,1.0952224501,1.1521832650
M2,1.1259965734,1.0924682327,1.0934991762,1.1097045200,1.1380723114,1.0949113408
