prey,predator,prey_payoff,predator_payoff
D,D,0.8739430627,1.0434851167
D,P1,0.8543700546,1.0565812625
D,P2,0.8822195941,1.0441636230
D,N,0.6540737976,1.1679011772
D,M1,0.8682100339,1.0490734022
N,N,0.8448368216,1.0492831625
D,M2,0.8678159734,1.0519667371
N,D,0.6912122892,1.1280959372
N,P1,0.7538739867,1.0951727155
N,P2,0.8368898716,1.0527493249
N,M1,0.8174604157,1.0633831624
N,M2,0.7670397131,1.0882252160
P1,D,0.8714592784,1.0405886162
P1,P1,0.8509976871,1.0542236382
P1,N,0.8374187702,1.0652431035
P1,P2,0.8352304707,1.0668639205
P1,M1,0.8684146843,1.0461143282
P1,M2,0.8497702147,1.0564240635
P2,D,0.8196343352,1.0639304621
P2,N,0.8086364652,1.0732997724
P2,P2,0.8635221539,1.0420452969
P2,M1,0.8250737609,1.0621349026
P2,P1,0.7498506452,1.1022909964
P2,M2,0.8416002949,1.0526615758
M1,D,0.8659174537,1.0408003014
M1,P1,0.8365607245,1.0581606276
M1,N,0.8137759026,1.0732675109
M1,P2,0.8562635240,1.0503129417
M1,M1,0.8574383325,1.0480853755
M2,D,0.8244046927,1.0639814106
M1,M2,0.6763341292,1.1482008936
M2,N,0.8322230233,1.0652696437
M2,P1,0.8217294229,1.0665114385
M2,P2,0.8745291835,1.0400658796
M2,M2,0.8568297544,1.0483172441
M2,M1,0.6645426067,1.1529343826
