prey,predator,prey_payoff,predator_payoff
D,D,1.1129031063,0.8480787824
N,N,1.1091714387,0.8284842873
P1,P1,1.1187313275,0.8406820338
D,M2,1.1213040038,0.8489724775
N,M2,1.0820736123,0.8353612960
D,M1,1.1373456049,0.8392614083
D,P1,1.1269647160,0.8434624554
P1,N,1.1435857358,0.8344870763
P1,D,1.0784049353,0.8530548494
N,P1,1.0724017500,0.8391966866
D,P2,1.1352859156,0.8434558023
N,P2,1.0932981752,0.8330374762
N,M1,1.0820356188,0.8373673693
D,N,1.1545484968,0.8368994714
N,D,1.0595841141,0.8415027437
P1,P2,1.1233529464,0.8408920647
P1,M2,1.1071752099,0.8460085856
P1,M1,1.1284811461,0.8377235867
P2,D,1.0821878280,0.8402965949
P2,P2,1.1124377797,0.8325139964
M1,M1,1.1162111124,0.8363346208
M1,D,1.0654753393,0.8530620973
P2,N,1.1185265333,0.8315129822
M1,N,1.1328334769,0.8312151506
P2,M2,1.0952460400,0.8378645914
P2,M1,1.0951263636,0.8374999757
M1,P1,1.0998239466,0.8413696745
M1,P2,1.1060450222,0.8413222698
M2,D,1.0955897338,0.8402556470
P2,P1,1.0902976238,0.8388107539
M2,N,1.1294977934,0.8347070376
M1,M2,1.0873410577,0.8467804164
M2,M2,1.1149222353,0.8368889499
M2,P1,1.0992166615,0.8413324665
M2,P2,1.1252842844,0.8337394732
M2,M1,1.0910832057,0.8442346904
