prey,predator,prey_payoff,predator_payoff
D,D,1.1081575553,0.8518915335
N,N,1.1441194478,0.8176877822
P1,P1,1.1197958118,0.8424531858
N,M2,1.0658560364,0.8440674463
D,M2,1.1310773167,0.8481128284
D,P1,1.1466208821,0.8384478883
D,M1,1.1561160192,0.8346148843
N,P1,1.0559968484,0.8480267623
P1,D,1.0894541352,0.8519741674
D,P2,1.1432183794,0.8432449610
N,M1,1.0890521347,0.8364678961
N,P2,1.1006068739,0.8318265882
P1,N,1.1828844446,0.8224955185
D,N,1.1957230861,0.8246810227
N,D,1.0322214834,0.8546062931
P1,P2,1.1327475398,0.8396146224
P1,M1,1.1408015711,0.8347630748
P1,M2,1.1013629679,0.8514722713
P2,P2,1.1136447138,0.8340818857
P2,D,1.0660456834,0.8481550908
M1,M1,1.1167025718,0.8382709518
P2,N,1.1573159662,0.8193962921
M1,N,1.1714557243,0.8193640489
P2,M2,1.0934540725,0.8413616789
M1,D,1.0765531363,0.8519095877
P2,M1,1.1035505415,0.8363110456
M1,P1,1.0972454070,0.8451952314
M1,P2,1.0995891694,0.8469647474
P2,P1,1.0900235993,0.8410163373
M2,D,1.0785877311,0.8483611160
M2,N,1.1687692614,0.8225327869
M1,M2,1.0714244223,0.8572260493
M2,M2,1.1167088428,0.8382832225
M2,P1,1.1078441483,0.8400599159
M2,P2,1.1385428119,0.8301837518
M2,M1,1.1196956986,0.8358277885
