Prey / Predator,D,N,P1,P2,M1,M2
D,0.8518915335,0.8246810227,0.8384478883,0.8432449610,0.8346148843,0.8481128284
N,0.8546062931,0.8176877822,0.8480267623,0.8318265882,0.8364678961,0.8440674463
P1,0.8519741674,0.8224955185,0.8424531858,0.8396146224,0.8347630748,0.8514722713
P2,0.8481550908,0.8193962921,0.8410163373,0.8340818857,0.8363110456,0.8413616789
M1,0.8519095877,0.8193640489,0.8451952314,0.8469647474,0.8382709518,0.8572260493
M2,0.8483611160,0.8225327869,0.8400599159,0.8301837518,0.8358277885,0.8382832225
