Prey / Predator,D,N,P1,P2,M1,M2
D,1.1497921603,1.2737699737,1.1720135152,1.1559463299,1.1798540573,1.1437704818
N,1.1197732304,1.1959025253,1.0875934874,1.1250472919,1.1145548195,1.0978531908
P1,1.1472974312,1.2492651022,1.1432563820,1.0902976619,1.1599296844,1.0565259449
P2,1.1323857276,1.2240035405,1.1412350145,1.1359428527,1.1463192555,1.1207645451
M1,1.1338601589,1.2388507377,1.1251171513,1.0577178241,1.1400960690,1.0273078675
M2,1.1460713228,1.2345025724,1.1524077658,1.1560186757,1.1574596277,1.1390759406
