prey,predator,prey_payoff,predator_payoff
D,D,1.1069937661,0.8504978934
N,N,1.1079209845,0.8281241584
P1,P1,1.1170888014,0.8410301178
D,M2,1.1097890083,0.8520327063
N,M2,1.0887671632,0.8321131095
P1,N,1.1506776554,0.8308423962
D,M1,1.1092799869,0.8489981366
D,P1,1.0982943054,0.8533155732
N,P2,1.0957956060,0.8316884757
D,P2,1.1271145836,0.8451219008
N,M1,1.0852673018,0.8357324237
N,P1,1.0795947914,0.8357565082
P1,D,1.0703283543,0.8551005869
N,D,1.0637386609,0.8395323668
D,N,1.1413880776,0.8391218848
P1,P2,1.1383412604,0.8348793605
P1,M2,1.1194501220,0.8410956233
P1,M1,1.1264900424,0.8383340698
P2,P2,1.1114877603,0.8325775312
P2,D,1.0811772690,0.8405602145
M1,M1,1.1153209659,0.8364315819
P2,N,1.1248738856,0.8281852522
P2,M2,1.0822682317,0.8418448844
M1,N,1.1384211237,0.8282518870
M1,D,1.0574213668,0.8551499137
M1,P1,1.0869360525,0.8453220838
M1,P2,1.1198416446,0.8356663093
P2,M1,1.0889962213,0.8394104227
P2,P1,1.0767867060,0.8430431325
M2,D,1.0946844758,0.8404648662
M2,N,1.1366686613,0.8309781331
M1,M2,1.0823513038,0.8475723590
M2,M2,1.1132483652,0.8371930164
M2,P1,1.0930395444,0.8431834913
M2,P2,1.1232689200,0.8343052041
M2,M1,1.0858242253,0.8459119727
