prey,predator,prey_payoff,predator_payoff
D,D,1.1440257748,0.8382922028
N,N,1.1915341502,0.7967772210
P1,P1,1.1442274796,0.8335327944
D,P1,1.1727411539,0.8278826055
N,M2,1.1042405290,0.8301901194
D,M2,1.1377093423,0.8465485204
N,P2,1.1286233302,0.8218258212
D,P2,1.1499526406,0.8413827298
N,P1,1.0943549711,0.8344372922
P1,D,1.1477104109,0.8297277410
D,M1,1.1801247804,0.8248706166
N,M1,1.1185680890,0.8260816048
P1,N,1.2480690988,0.7943411265
D,N,1.2740179326,0.7915659114
N,D,1.1428203539,0.8097719546
P1,P2,1.0685701086,0.8681100917
P2,D,1.1355921844,0.8233114039
P2,P2,1.1368659180,0.8251827946
P1,M1,1.1605202862,0.8277641148
P1,M2,1.0342697947,0.8814494554
M1,M1,1.1410942534,0.8290854397
P2,M2,1.1219088530,0.8304093109
P2,N,1.2240535204,0.7909296075
M1,N,1.2388935032,0.7909121100
M1,D,1.1341982619,0.8296634777
P2,M1,1.1525853570,0.8174664554
M1,P1,1.1263180390,0.8342377887
M1,P2,1.0359053237,0.8756214185
P2,P1,1.1486819753,0.8184101293
M2,D,1.1498202563,0.8231706767
M2,N,1.2333198632,0.7943502731
M1,M2,1.0052246502,0.8872713359
M2,M2,1.1399745612,0.8296373945
M2,P1,1.1587653581,0.8207906255
M2,P2,1.1564919241,0.8237688216
M2,M1,1.1624257530,0.8199624896
