prey,predator,prey_payoff,predator_payoff
N,N,1.1267649404,0.8225272511
D,D,1.0940076021,0.8541394639
P1,P1,1.1229660519,0.8390419471
D,M2,1.0860260754,0.8639476391
D,P1,1.1322108747,0.8410447929
D,M1,1.1393627344,0.8382487711
P1,N,1.1485259706,0.8337458205
N,P1,1.0767186363,0.8381777499
D,P2,1.1017066700,0.8574446015
N,M1,1.0949666783,0.8333326349
N,M2,1.0858980143,0.8345177424
N,P2,1.1046201783,0.8295027133
P1,D,1.0222719279,0.8704764834
D,N,1.0545659288,0.8800088236
N,D,1.0635212396,0.8384154030
P1,P2,0.9893639903,0.8931241371
P1,M1,1.1374115592,0.8345977200
P1,M2,0.9701785691,0.8991069728
P2,P2,1.1161026704,0.8310097458
P2,D,1.0829070781,0.8400063206
M1,M1,1.1201328456,0.8347613224
P2,N,1.1066533382,0.8374736500
M1,D,1.0100679236,0.8704776352
P2,M2,1.0983125685,0.8365022647
P2,M1,1.1199481226,0.8286917153
M1,P1,1.1027175266,0.8401029785
M1,N,1.1204590699,0.8373112715
M1,P2,0.9712237341,0.8944866761
P2,P1,1.1109488326,0.8314433890
M2,D,1.0962029024,0.8399976092
M2,N,1.1346466165,0.8338831259
M1,M2,0.9640328065,0.8951153269
M2,M2,1.1188897263,0.8353189862
M2,P1,1.1247563996,0.8324224316
M2,P2,1.1336149657,0.8307601221
M2,M1,1.1298947377,0.8309344724
