prey,predator,prey_payoff,predator_payoff
P1,P1,1.1171706378,0.8409066418
D,D,1.0872197918,0.8568002683
N,N,1.1115390215,0.8278135243
D,M2,1.0235533634,0.8887265908
N,M2,1.0797242140,0.8358741779
P1,N,1.1479141953,0.8327607138
N,M1,1.0872232722,0.8356193355
P1,D,1.0172697774,0.8706549191
D,P1,1.0971105596,0.8538234017
N,P2,1.0969841857,0.8318459845
N,P1,1.0706351844,0.8394007100
D,M1,1.1042071744,0.8513921772
D,P2,1.0464372267,0.8795075801
N,D,1.0527462098,0.8425025763
D,N,1.0664966777,0.8728177772
P1,P2,1.1173898772,0.8428833337
P1,M1,1.1333368395,0.8358850860
P2,D,1.0778605029,0.8414465461
P1,M2,1.1001371593,0.8480880207
M1,M1,1.1152578506,0.8363504300
P2,P2,1.1113785594,0.8325195267
P2,N,1.1312137970,0.8261359985
M1,P1,1.0866160975,0.8453268631
P2,M1,1.0996596407,0.8357630238
M1,N,1.1454988811,0.8259239236
P2,M2,1.0821122932,0.8417770492
M1,D,1.0051163948,0.8706550725
M1,P2,1.0999600320,0.8431120404
M2,D,1.0911680402,0.8414081786
P2,P1,1.0830760085,0.8409156945
M2,N,1.1331805348,0.8332320109
M1,M2,1.0642629413,0.8544579549
M2,M2,1.1132877578,0.8370881526
M2,P1,1.1039336519,0.8395281805
M2,P2,1.1297186042,0.8319669052
M2,M1,1.1098163904,0.8378256897
