prey,predator,prey_payoff,predator_payoff
D,D,0.8796569240,1.0391334419
D,P1,0.8458253508,1.0599553519
D,P2,0.8491529670,1.0615583512
D,N,0.6558556969,1.1664873115
D,M1,0.8557570555,1.0546592904
N,N,0.8639915159,1.0404496019
D,M2,0.8337418990,1.0698861094
N,D,0.8672890100,1.0332177093
N,P1,0.8232484113,1.0595295773
N,P2,0.8698652446,1.0363261086
N,M1,0.8542033850,1.0448221307
N,M2,0.8365450204,1.0523426575
P1,D,0.8747230834,1.0392001470
P1,P1,0.8529721976,1.0542041897
P1,N,0.8631214673,1.0524579661
P1,P2,0.8078568122,1.0786769102
P1,M2,0.7481464103,1.1099427646
P1,M1,0.8838817748,1.0385856214
P2,D,0.8570380946,1.0445329891
P2,N,0.7889172922,1.0845102870
P2,P2,0.8707366142,1.0389089484
P2,M1,0.8639941546,1.0423766982
P2,P1,0.8472840312,1.0495189773
P2,M2,0.8417893787,1.0529699747
M1,D,0.8693589101,1.0393412992
M1,N,0.7938292044,1.0845238333
M1,P1,0.8347710548,1.0595781271
M1,P2,0.7568990592,1.1028623814
M1,M1,0.8625367608,1.0461771643
M2,D,0.8622143741,1.0444808699
M1,M2,0.6221713350,1.1748140434
M2,N,0.8577835565,1.0524801929
M2,P1,0.8597670702,1.0474061898
M2,P2,0.8933743572,1.0305237758
M2,M2,0.8611403602,1.0469494609
M2,M1,0.8031271281,1.0796898561
