prey,predator,prey_payoff,predator_payoff
D,D,0.8765075762,1.0410620918
D,P1,0.8586510491,1.0526080014
D,P2,0.8929585021,1.0370020659
D,N,0.7336436036,1.1259352267
D,M1,0.8736855082,1.0444267325
N,N,0.9037438452,1.0190627147
D,M2,0.8821501850,1.0426072374
N,D,0.8475858463,1.0446403623
N,P1,0.8434523851,1.0495022280
N,P2,0.8836675128,1.0292421317
N,M1,0.8675421139,1.0381028242
N,M2,0.8590098020,1.0408757664
P1,P1,0.9214006794,1.0173228737
P1,D,0.9011152932,1.0249852806
P1,N,0.9649417078,0.9977546207
P1,P2,0.9285266545,1.0151655050
P1,M1,0.9392501464,1.0088307861
P1,M2,0.9079016603,1.0252847599
P2,D,0.8757987215,1.0346818872
P2,N,0.9147722959,1.0160743385
P2,P2,0.9309082037,1.0060910107
P2,M1,0.9186630076,1.0134336795
P2,P1,0.8379906227,1.0547081767
P2,M2,0.8972288795,1.0220945379
M1,D,0.8956580195,1.0250583658
M1,N,0.9206631238,1.0159657622
M1,P1,0.8950431163,1.0262520796
M1,P2,0.9137343004,1.0191262718
M1,M1,0.9270675800,1.0111965371
M2,D,0.8810259297,1.0346604751
M1,M2,0.8296488963,1.0630812143
M2,N,0.9590169065,0.9977719456
M2,P1,0.9124001792,1.0198681385
M2,P2,0.9441129543,1.0031347767
M2,M2,0.9251029297,1.0122810588
M2,M1,0.8691167244,1.0449597618
