prey,predator,prey_payoff,predator_payoff
D,D,1.1117768980,0.8485577429
N,N,1.1069820909,0.8281336023
P1,P1,1.1161463608,0.8413432162
N,M2,1.0903641217,0.8313525045
D,M2,1.1069753841,0.8519103822
N,P2,1.0945201336,0.8321089835
D,P1,1.0843013635,0.8582156644
N,P1,1.0812134276,0.8350087496
D,M1,1.0955212445,0.8539399078
D,P2,1.1234071895,0.8457116204
P1,D,1.0790951410,0.8526290337
N,M1,1.0838900822,0.8362017894
P1,N,1.1460819906,0.8323395596
D,N,1.1082060201,0.8513775262
N,D,1.0644188296,0.8394008688
P1,P2,1.1399295467,0.8343920584
P1,M2,1.1215355904,0.8402865186
P1,M1,1.1235837731,0.8393916632
P2,P2,1.1107738417,0.8328045286
P2,D,1.0812694516,0.8406280425
M1,M1,1.1145478212,0.8367073354
M1,P2,1.1221319380,0.8347804026
P2,N,1.1179950279,0.8306642376
P2,M2,1.0762200612,0.8436564123
M1,N,1.1317035214,0.8305934245
M1,D,1.0660932306,0.8526754181
P2,M1,1.0841693486,0.8411943620
M1,P1,1.0809671694,0.8470908540
M2,N,1.1322900685,0.8324345817
M2,D,1.0948253094,0.8405128118
P2,P1,1.0692662356,0.8455665728
M1,M2,1.0823620935,0.8465762489
M2,M2,1.1123549136,0.8374631881
M2,P1,1.0880834324,0.8449552255
M2,P2,1.1205258315,0.8352866074
M2,M1,1.0786152812,0.8485750861
