prey,predator,prey_payoff,predator_payoff
D,D,0.8765176896,1.0412246815
D,P2,0.8379626878,1.0685354594
D,P1,0.8583347065,1.0539372581
D,N,0.8366273137,1.0728302485
D,M1,0.8680980675,1.0486549223
N,N,0.8723903023,1.0374527076
D,M2,0.8219883159,1.0772341040
N,D,0.7843762826,1.0779147876
N,P1,0.7785119491,1.0824653126
N,P2,0.8357261255,1.0541176042
N,M1,0.8144553347,1.0656599644
N,M2,0.7914309235,1.0756805865
P1,D,0.8701019348,1.0413242340
P1,P1,0.8329936993,1.0644469972
P1,N,0.8726232548,1.0493122713
P1,P2,0.8027130549,1.0815766414
P1,M1,0.8721246580,1.0443087638
P1,M2,0.7425635160,1.1127087718
P2,D,0.8524677614,1.0464482341
P2,N,0.8485465883,1.0546949309
P2,P2,0.8510178450,1.0492653639
P2,M1,0.8184722047,1.0663392766
P2,P1,0.8296004166,1.0588434935
P2,M2,0.8208302114,1.0646441834
M1,D,0.8644579628,1.0416131278
M1,N,0.8542186194,1.0544978366
M1,P1,0.8121751642,1.0719842445
M1,P2,0.7506505646,1.1061151110
M1,M1,0.8418381607,1.0569330424
M2,D,0.8581086305,1.0461434805
M1,M2,0.6562210162,1.1562444351
M2,N,0.8670844663,1.0493929250
M2,P1,0.8163079331,1.0700596098
M2,P2,0.8819447482,1.0361910925
M2,M2,0.8421976379,1.0567625153
M2,M1,0.7682681960,1.0976264799
