Prey / Predator,D,N,P1,P2,M1,M2
D,0.8181209786,0.8949294423,0.8638348355,0.8800800740,0.8591557150,0.8911916337
N,0.8618809784,0.8336614671,0.8535667917,0.8404581727,0.8449744528,0.8491167553
P1,0.8534243420,0.8286946639,0.8391248057,0.8323134058,0.8337070658,0.8387163566
P2,0.8410867515,0.8295612065,0.8544120593,0.8306579972,0.8429264184,0.8451361490
M1,0.8534241607,0.8292683068,0.8486460642,0.8337135832,0.8344516320,0.8524322343
M2,0.8410893684,0.8287783923,0.8467556335,0.8297532271,0.8417118638,0.8353788667
