prey,predator,prey_payoff,predator_payoff
D,D,1.0854884029,0.8570849426
N,N,1.1146474252,0.8267947268
P1,P1,1.1170362765,0.8409132658
D,M2,1.0127076271,0.8934351798
N,M2,1.0779801733,0.8368617444
D,P1,1.1012686399,0.8523748469
P1,D,1.0059009993,0.8743200160
N,M1,1.0867758858,0.8361044497
P1,N,1.1423925452,0.8352654492
D,P2,1.0349604813,0.8843980144
N,P1,1.0686279247,0.8405200862
N,P2,1.0966984997,0.8322274534
D,M1,1.1080197200,0.8500481036
N,D,1.0481339539,0.8443007836
D,N,1.0429081141,0.8831354193
P1,P2,1.0963840867,0.8510154463
P1,M2,1.0866700032,0.8530926480
P1,M1,1.1333028933,0.8358593521
P2,P2,1.1110869542,0.8325968922
P2,D,1.0778378171,0.8414367639
M1,M1,1.1149571178,0.8364135973
P2,N,1.1280202626,0.8276598834
P2,M2,1.0836981744,0.8412889147
M1,D,0.9938863571,0.8743203561
M1,N,1.1428002717,0.8272199533
M1,P2,1.0863169965,0.8483272511
P2,M1,1.1038382559,0.8343546439
M1,P1,1.0880785494,0.8448798653
M2,D,1.0911141247,0.8414101309
M2,N,1.1280341128,0.8356061715
P2,P1,1.0884564128,0.8391275864
M1,M2,1.0565239981,0.8576394925
M2,M2,1.1131614625,0.8371086562
M2,P1,1.1082611366,0.8380904148
M2,P2,1.1296484779,0.8319710347
M2,M1,1.1148626126,0.8361720632
