Prey / Predator,D,N,P1,P2,M1,M2
D,1.1215642333,1.1691906860,1.1542212076,1.1442282162,1.1631302051,1.1320030798
N,1.0593407999,1.1400489862,1.0693917616,1.1077662081,1.0976426148,1.0785628114
P1,1.0993757422,1.1715882338,1.1269550950,1.1062300405,1.1446167153,1.0743270631
P2,1.0859961785,1.1434976101,1.1152092749,1.1204222275,1.1222236317,1.1031915994
M1,1.0860909528,1.1576128254,1.1071826751,1.0732534378,1.1239142409,1.0415448851
M2,1.0992658797,1.1574839301,1.1270105875,1.1416656778,1.1314482478,1.1234435273
