w1,w2,run_directory,remaining_pipeline_script,equilibrium_count,prey_consensus_leader,prey_consensus_probability_mean,prey_consensus_probability_min,prey_consensus_probability_max,prey_support_size_min,prey_support_size_max,prey_normalized_entropy_mean,predator_consensus_leader,predator_consensus_probability_mean,predator_consensus_probability_min,predator_consensus_probability_max,predator_support_size_min,predator_support_size_max,predator_normalized_entropy_mean,prey_expected_payoff_mean,prey_expected_payoff_min,prey_expected_payoff_max,predator_expected_payoff_mean,predator_expected_payoff_min,predator_expected_payoff_max
0.2,0.8,/home/tim/Documents/Spatial-modelling-of-animal-movements/script/reproduce_day_night/output/figure_runs/ma_campagne/runs/game_theory/weight_nash_heatmap/weight_runs/w1_0p2__w2_0p8,/home/tim/Documents/Spatial-modelling-of-animal-movements/script/reproduce_day_night/output/figure_runs/ma_campagne/runs/game_theory/weight_nash_heatmap/weight_runs/w1_0p2__w2_0p8/run_remaining_pipeline.sh,1,P2,0.7668138683,0.7668138683,0.7668138683,3,3,0.3926148167,M2,0.4337097445,0.4337097445,0.4337097445,3,3,0.5863980331,0.8136077419,0.8136077419,0.8136077419,1.0716852405,1.0716852405,1.0716852405
0.2,0.9,/home/tim/Documents/Spatial-modelling-of-animal-movements/script/reproduce_day_night/output/figure_runs/ma_campagne/runs/game_theory/weight_nash_heatmap/weight_runs/w1_0p2__w2_0p9,/home/tim/Documents/Spatial-modelling-of-animal-movements/script/reproduce_day_night/output/figure_runs/ma_campagne/runs/game_theory/weight_nash_heatmap/weight_runs/w1_0p2__w2_0p9/run_remaining_pipeline.sh,1,D,0.6820172726,0.6820172726,0.6820172726,2,2,0.3490086387,M2,0.8969191176,0.8969191176,0.8969191176,2,2,0.1851811648,0.8256645829,0.8256645829,0.8256645829,1.0720283866,1.0720283866,1.0720283866
0.2,1,/home/tim/Documents/Spatial-modelling-of-animal-movements/script/reproduce_day_night/output/figure_runs/ma_campagne/runs/game_theory/weight_nash_heatmap/weight_runs/w1_0p2__w2_1,/home/tim/Documents/Spatial-modelling-of-animal-movements/script/reproduce_day_night/output/figure_runs/ma_campagne/runs/game_theory/weight_nash_heatmap/weight_runs/w1_0p2__w2_1/run_remaining_pipeline.sh,1,D,0.6154493801,0.6154493801,0.6154493801,2,2,0.3718400853,M2,0.8743417013,0.8743417013,0.8743417013,2,2,0.2109932609,0.8253484569,0.8253484569,0.8253484569,1.0717550498,1.0717550498,1.0717550498
0.3,0,/home/tim/Documents/Spatial-modelling-of-animal-movements/script/reproduce_day_night/output/figure_runs/ma_campagne/runs/game_theory/weight_nash_heatmap/weight_runs/w1_0p3__w2_0,/home/tim/Documents/Spatial-modelling-of-animal-movements/script/reproduce_day_night/output/figure_runs/ma_campagne/runs/game_theory/weight_nash_heatmap/weight_runs/w1_0p3__w2_0/run_remaining_pipeline.sh,1,P1,1.0000000000,1.0000000000,1.0000000000,1,1,0.0000000000,D,1.0000000000,1.0000000000,1.0000000000,1,1,0.0000000000,0.8875467653,0.8875467653,0.8875467653,1.0324186003,1.0324186003,1.0324186003
0.3,0.1,/home/tim/Documents/Spatial-modelling-of-animal-movements/script/reproduce_day_night/output/figure_runs/ma_campagne/runs/game_theory/weight_nash_heatmap/weight_runs/w1_0p3__w2_0p1,/home/tim/Documents/Spatial-modelling-of-animal-movements/script/reproduce_day_night/output/figure_runs/ma_campagne/runs/game_theory/weight_nash_heatmap/weight_runs/w1_0p3__w2_0p1/run_remaining_pipeline.sh,1,P1,1.0000000000,1.0000000000,1.0000000000,1,1,0.0000000000,D,1.0000000000,1.0000000000,1.0000000000,1,1,0.0000000000,0.8853101309,0.8853101309,0.8853101309,1.0335197448,1.0335197448,1.0335197448
0.3,0.2,/home/tim/Documents/Spatial-modelling-of-animal-movements/script/reproduce_day_night/output/figure_runs/ma_campagne/runs/game_theory/weight_nash_heatmap/weight_runs/w1_0p3__w2_0p2,/home/tim/Documents/Spatial-modelling-of-animal-movements/script/reproduce_day_night/output/figure_runs/ma_campagne/runs/game_theory/weight_nash_heatmap/weight_runs/w1_0p3__w2_0p2/run_remaining_pipeline.sh,1,P1,1.0000000000,1.0000000000,1.0000000000,1,1,0.0000000000,D,1.0000000000,1.0000000000,1.0000000000,1,1,0.0000000000,0.8831606974,0.8831606974,0.8831606974,1.0345844391,1.0345844391,1.0345844391
0.3,0.3,/home/tim/Documents/Spatial-modelling-of-animal-movements/script/reproduce_day_night/output/figure_runs/ma_campagne/runs/game_theory/weight_nash_heatmap/weight_runs/w1_0p3__w2_0p3,/home/tim/Documents/Spatial-modelling-of-animal-movements/script/reproduce_day_night/output/figure_runs/ma_campagne/runs/game_theory/weight_nash_heatmap/weight_runs/w1_0p3__w2_0p3/run_remaining_pipeline.sh,1,P1,0.7519385011,0.7519385011,0.7519385011,3,3,0.4069602272,M2,0.9055440986,0.9055440986,0.9055440986,3,3,0.2027366774,0.8806310402,0.8806310402,0.8806310402,1.0404520512,1.0404520512,1.0404520512
0.3,0.4,/home/tim/Documents/Spatial-modelling-of-animal-movements/script/reproduce_day_night/output/figure_runs/ma_campagne/runs/game_theory/weight_nash_heatmap/weight_runs/w1_0p3__w2_0p4,/home/tim/Documents/Spatial-modelling-of-animal-movements/script/reproduce_day_night/output/figure_runs/ma_campagne/runs/game_theory/weight_nash_heatmap/weight_runs/w1_0p3__w2_0p4/run_remaining_pipeline.sh,1,P1,0.8127856757,0.8127856757,0.8127856757,4,4,0.3456975669,M2,0.4322694976,0.4322694976,0.4322694976,4,4,0.6482982712,0.8683894003,0.8683894003,0.8683894003,1.0469242172,1.0469242172,1.0469242172
0.3,0.5,/home/tim/Documents/Spatial-modelling-of-animal-movements/script/reproduce_day_night/output/figure_runs/ma_campagne/runs/game_theory/weight_nash_heatmap/weight_runs/w1_0p3__w2_0p5,/home/tim/Documents/Spatial-modelling-of-animal-movements/script/reproduce_day_night/output/figure_runs/ma_campagne/runs/game_theory/weight_nash_heatmap/weight_runs/w1_0p3__w2_0p5/run_remaining_pipeline.sh,1,P1,0.7948476343,0.7948476343,0.7948476343,4,4,0.3401287743,P2,0.5364026820,0.5364026820,0.5364026820,4,4,0.6666564698,0.8530655064,0.8530655064,0.8530655064,1.0553001102,1.0553001102,1.0553001102
0.3,0.6,/home/tim/Documents/Spatial-modelling-of-animal-movements/script/reproduce_day_night/output/figure_runs/ma_campagne/runs/game_theory/weight_nash_heatmap/weight_runs/w1_0p3__w2_0p6,/home/tim/Documents/Spatial-modelling-of-animal-movements/script/reproduce_day_night/output/figure_runs/ma_campagne/runs/game_theory/weight_nash_heatmap/weight_runs/w1_0p3__w2_0p6/run_remaining_pipeline.sh,1,P1,0.6178339357,0.6178339357,0.6178339357,3,3,0.5093289496,M2,0.6972181108,0.6972181108,0.6972181108,3,3,0.4593523963,0.8298328130,0.8298328130,0.8298328130,1.0655096600,1.0655096600,1.0655096600
