prey,predator,prey_payoff,predator_payoff
D,D,0.8767421257,1.0404361691
D,P2,0.8628311418,1.0534420548
D,P1,0.8306843138,1.0681644412
D,N,0.5896476262,1.2010795616
D,M1,0.8465813832,1.0594569710
D,M2,0.8483209574,1.0612464310
N,N,0.8700371325,1.0368050521
N,D,0.8959767559,1.0152973724
N,P1,0.8387167132,1.0513946943
N,P2,0.8740796601,1.0341649274
N,M1,0.8587576850,1.0424930039
N,M2,0.8515849670,1.0443798445
P1,D,0.8863834155,1.0327690817
P1,P1,0.8765614358,1.0418557291
P1,N,0.8766180470,1.0452906372
P1,P2,0.8437777671,1.0598293886
P1,M1,0.8986068942,1.0310803033
P1,M2,0.8057629310,1.0796502672
P2,D,0.8622848185,1.0417929586
P2,N,0.7841261519,1.0873219530
P2,P2,0.8917036480,1.0277967380
P2,M1,0.8932274790,1.0269344726
P2,P1,0.8410416979,1.0526255629
P2,M2,0.8639590090,1.0405905783
M1,D,0.8810815501,1.0328293321
M1,N,0.7890034477,1.0873628199
M1,P1,0.8594572452,1.0459504930
M1,P2,0.8128028225,1.0732317368
M1,M1,0.8854249559,1.0341106586
M2,D,0.8674939073,1.0417356524
M1,M2,0.7017106910,1.1327435144
M2,P1,0.8870241440,1.0332733266
M2,N,0.8711295592,1.0453478198
M2,P2,0.9065864958,1.0237861479
M2,M2,0.8826450138,1.0356434571
M2,M1,0.8379990424,1.0614203142
