prey,predator,prey_payoff,predator_payoff
D,D,1.0271278458,0.8814372237
N,N,1.1107695861,0.8282034417
P1,P1,1.1142131362,0.8418549439
N,M2,1.0566084868,0.8458091214
D,M2,0.9736272449,0.9081880908
P1,D,0.9872427460,0.8795094257
N,P2,1.0836922406,0.8380358224
N,P1,1.0455057214,0.8502365773
N,M1,1.0724716166,0.8425240478
D,P1,1.0715356886,0.8637730538
D,P2,0.9981342395,0.8986667776
P1,N,1.1537582003,0.8303315022
D,M1,1.0783678533,0.8616418861
N,D,1.0060327537,0.8621794649
D,N,1.0105614469,0.8954829051
P1,P2,1.1144196961,0.8441342893
P1,M2,1.0953376547,0.8496962854
P1,M1,1.1325980612,0.8361846128
P2,P2,1.1086591119,0.8334196334
P2,D,1.0700164060,0.8441693536
M1,M1,1.1125372103,0.8372593917
P2,N,1.1305668279,0.8263161384
M1,D,0.9754523648,0.8795113050
P2,M2,1.0749513208,0.8436774023
P2,M1,1.0974686333,0.8367544631
M1,N,1.1443388869,0.8263018488
M1,P1,1.0796529824,0.8471445907
M1,P2,1.0949894149,0.8448742833
M2,D,1.0831148642,0.8441721091
M2,N,1.1392181929,0.8306955137
P2,P1,1.0735603504,0.8443676092
M1,M2,1.0570843759,0.8560684331
M2,M2,1.1103156791,0.8380348956
M2,P2,1.1289947785,0.8322420846
M2,P1,1.1018495378,0.8404043464
M2,M1,1.1136128882,0.8368015963
