prey,predator,prey_payoff,predator_payoff
D,D,0.8683175554,1.0457459085
D,P1,0.8601519434,1.0535101878
D,P2,0.8350637319,1.0705159911
D,N,0.9885048549,0.9908652903
D,M1,0.8714357606,1.0473145262
N,N,0.9652085880,0.9874836681
D,M2,0.8194264461,1.0790460744
N,D,0.7732714820,1.0838151349
N,P1,0.7440666589,1.1007955083
N,M1,0.7903015998,1.0783871031
N,P2,0.8148077071,1.0651069771
N,M2,0.7625734115,1.0909911339
P1,D,0.8679006433,1.0420058514
P1,P1,0.8283173264,1.0669052495
P1,N,0.9836450385,0.9892597811
P1,P2,0.7909906369,1.0883316008
P1,M1,0.8686802478,1.0460918223
P1,M2,0.6803874712,1.1475134991
P2,D,0.8404918195,1.0524633204
P2,N,0.9716026424,0.9881638791
P2,P2,0.8459816874,1.0520089354
P2,M1,0.7980547941,1.0771384239
P2,P1,0.8090356716,1.0700053627
P2,M2,0.8139788906,1.0686515107
M1,D,0.8618252949,1.0425277749
M1,N,0.9776138235,0.9881651256
M1,P1,0.8045457123,1.0763629413
M1,P2,0.6883534779,1.1412759774
M1,M1,0.8365085849,1.0597854668
M2,D,0.8467865884,1.0517601277
M1,M2,0.6159918644,1.1798115482
M2,N,0.9776374877,0.9892566738
M2,P1,0.7967617222,1.0803150565
M2,P2,0.8780753905,1.0382792985
M2,M2,0.8378029258,1.0591198953
M2,M1,0.7646909222,1.0993220046
