prey,predator,prey_payoff,predator_payoff
D,D,0.8760908166,1.0427408812
D,P2,0.9016598229,1.0338064583
D,P1,0.8577138056,1.0544968327
D,N,0.7742619764,1.1055229546
D,M1,0.8687955867,1.0486754732
N,N,0.8639970948,1.0386537137
D,M2,0.8877806588,1.0413160177
N,D,0.6750820585,1.1369020185
N,P1,0.7804625810,1.0808829791
N,M1,0.8466803497,1.0470612564
N,P2,0.8602678023,1.0397021036
N,M2,0.7912816305,1.0751762955
P1,P1,0.8660632995,1.0458419210
P1,D,0.8724792441,1.0404591775
P1,N,0.8773721135,1.0436232485
P1,P2,0.8801881481,1.0416137543
P1,M2,0.8660753808,1.0482093385
P1,M1,0.8623597919,1.0491074379
P2,D,0.7934767160,1.0778740938
P2,N,0.8739175580,1.0377724249
P2,P2,0.8769971655,1.0344500590
P2,M1,0.8528308434,1.0466868256
P2,P1,0.7806038059,1.0863659124
P2,M2,0.8631172981,1.0409812733
M1,D,0.8667747055,1.0407597758
M1,N,0.8790203447,1.0379641376
M1,P1,0.8603205759,1.0452893364
M1,P2,0.8737842629,1.0413166886
M1,M1,0.8711380307,1.0404389603
M2,D,0.7981117729,1.0778948323
M1,M2,0.7969162842,1.0828808341
M2,N,0.8721619869,1.0435221939
M2,P1,0.8456355295,1.0533333884
M2,P2,0.8699338824,1.0422075732
M2,M2,0.8718460881,1.0398846625
M2,M1,0.6504648993,1.1609987829
