Prey / Predator,D,N,P1,P2,M1,M2
D,0.8760908166,0.7742619764,0.8577138056,0.9016598229,0.8687955867,0.8877806588
N,0.6750820585,0.8639970948,0.7804625810,0.8602678023,0.8466803497,0.7912816305
P1,0.8724792441,0.8773721135,0.8660632995,0.8801881481,0.8623597919,0.8660753808
P2,0.7934767160,0.8739175580,0.7806038059,0.8769971655,0.8528308434,0.8631172981
M1,0.8667747055,0.8790203447,0.8603205759,0.8737842629,0.8711380307,0.7969162842
M2,0.7981117729,0.8721619869,0.8456355295,0.8699338824,0.6504648993,0.8718460881
