Prey / Predator,D,N,P1,P2,M1,M2
D,1.0427408812,1.1055229546,1.0544968327,1.0338064583,1.0486754732,1.0413160177
N,1.1369020185,1.0386537137,1.0808829791,1.0397021036,1.0470612564,1.0751762955
P1,1.0404591775,1.0436232485,1.0458419210,1.0416137543,1.0491074379,1.0482093385
P2,1.0778740938,1.0377724249,1.0863659124,1.0344500590,1.0466868256,1.0409812733
M1,1.0407597758,1.0379641376,1.0452893364,1.0413166886,1.0404389603,1.0828808341
M2,1.0778948323,1.0435221939,1.0533333884,1.0422075732,1.1609987829,1.0398846625
