prey,predator,prey_payoff,predator_payoff
D,D,0.8744064900,1.0406999706
D,P1,0.8371374853,1.0640124224
D,P2,0.8358795927,1.0679857527
D,N,0.7222015495,1.1319884423
D,M1,0.8471856740,1.0586227634
D,M2,0.8205303880,1.0763127177
N,N,0.8812943461,1.0306310031
N,D,0.8207800071,1.0576914256
N,P1,0.8318077304,1.0551502143
N,P2,0.8594574407,1.0419069765
N,M1,0.8455619400,1.0494295980
N,M2,0.8457038213,1.0476102317
P1,P1,0.8455056516,1.0578170251
P1,D,0.8381801383,1.0567691392
P1,N,0.8926280743,1.0371369456
P1,P2,0.7035327943,1.1329915835
P1,M1,0.8634490593,1.0492743540
P1,M2,0.6601345170,1.1552909655
P2,D,0.8822495879,1.0297476584
P2,N,0.8343068490,1.0608309991
P2,P2,0.8627955872,1.0429104903
P2,M1,0.8822413952,1.0332016782
P2,P1,0.8506809146,1.0483922713
P2,M2,0.8338458238,1.0566223806
M1,D,0.8333074879,1.0567678597
M1,N,0.8393309143,1.0609212353
M1,P1,0.8261549448,1.0635742896
M1,P2,0.6691963279,1.1484149171
M1,M1,0.8545563630,1.0501603987
M2,D,0.8875223186,1.0297557209
M1,M2,0.6099587366,1.1797865641
M2,N,0.8869866569,1.0372294046
M2,P1,0.8752505136,1.0398478489
M2,M2,0.8537086352,1.0505830777
M2,P2,0.8718680836,1.0419360747
M2,M1,0.8813775472,1.0374353398
