Prey / Predator,D,N,P1,P2,M1,M2
D,0.8744064900,0.7222015495,0.8371374853,0.8358795927,0.8471856740,0.8205303880
N,0.8207800071,0.8812943461,0.8318077304,0.8594574407,0.8455619400,0.8457038213
P1,0.8381801383,0.8926280743,0.8455056516,0.7035327943,0.8634490593,0.6601345170
P2,0.8822495879,0.8343068490,0.8506809146,0.8627955872,0.8822413952,0.8338458238
M1,0.8333074879,0.8393309143,0.8261549448,0.6691963279,0.8545563630,0.6099587366
M2,0.8875223186,0.8869866569,0.8752505136,0.8718680836,0.8813775472,0.8537086352
