Prey / Predator,D,N,P1,P2,M1,M2
D,1.0983072885,1.2059136422,1.1361090698,1.1089654783,1.1282823926,1.1165156160
N,1.1240864985,1.0566195562,1.1044729386,1.0815755500,1.0888471858,1.0974426387
P1,1.1437200750,1.0575859388,1.0996590317,1.1487289649,1.0901413347,1.1781370080
P2,1.0978676192,1.1200236551,1.1394343083,1.0850867797,1.0831041654,1.1062343494
M1,1.1437801159,1.1205101749,1.1133065817,1.1712670583,1.0924860468,1.2661161235
M2,1.0978564621,1.0575269781,1.0906015782,1.0826321998,1.0787079328,1.0922810071
