Prey / Predator,D,N,P1,P2,M1,M2
D,1.0883209407,1.1056768480,1.0920944361,1.0714159583,1.0997468808,1.0489305741
N,1.0560226805,1.1094319753,1.0727762788,1.0972672522,1.0876085017,1.0816765480
P1,1.0296444879,1.1534383173,1.1172973815,1.1284771991,1.1330376231,1.1075527071
P2,1.0780368076,1.1308110760,1.0781940511,1.1116330489,1.0958605332,1.0804931747
M1,1.0173312603,1.1446422849,1.0851248785,1.1076103410,1.1155283363,1.0701967141
M2,1.0913807166,1.1387017349,1.1000193632,1.1294605166,1.1047030549,1.1133949330
